year,state,cause name,death
2013,California,CLRD,13598
2012,California,CLRD,12963
2011,California,CLRD,13357
2010,California,CLRD,12987
2009,California,CLRD,12936
2008,California,CLRD,13426
2007,California,CLRD,12532
2006,California,CLRD,12829
2005,California,CLRD,13188
2004,California,CLRD,12522
2003,California,CLRD,13448
2002,California,CLRD,12684
2001,California,CLRD,12965
2000,California,CLRD,12756
1999,California,CLRD,13165
2016,Colorado,CLRD,2575
2015,Colorado,CLRD,2577
2014,Colorado,CLRD,2451
2013,Colorado,CLRD,2297
2012,Colorado,CLRD,2239
2011,Colorado,CLRD,2151
2010,Colorado,CLRD,2199
2009,Colorado,CLRD,2073
2008,Colorado,CLRD,2188
2007,Colorado,CLRD,2002
2006,Colorado,CLRD,1932
2005,Colorado,CLRD,1914
2004,Colorado,CLRD,1899
2003,Colorado,CLRD,1931
2002,Colorado,CLRD,1848
2001,Colorado,CLRD,1836
2000,Colorado,CLRD,1787
1999,Colorado,CLRD,1894
2016,Connecticut,CLRD,1425
2015,Connecticut,CLRD,1369
2014,Connecticut,CLRD,1368
2013,Connecticut,CLRD,1348
2012,Connecticut,CLRD,1387
2011,Connecticut,CLRD,1415
2010,Connecticut,CLRD,1289
2009,Connecticut,CLRD,1448
2008,Connecticut,CLRD,1505
2007,Connecticut,CLRD,1353
2006,Connecticut,CLRD,1458
2005,Connecticut,CLRD,1471
2004,Connecticut,CLRD,1432
2003,Connecticut,CLRD,1445
2002,Connecticut,CLRD,1453
2001,Connecticut,CLRD,1486
2000,Connecticut,CLRD,1533
1999,Connecticut,CLRD,1435
2016,Delaware,CLRD,544
2015,Delaware,CLRD,510
2014,Delaware,CLRD,458
2013,Delaware,CLRD,482
2012,Delaware,CLRD,420
2011,Delaware,CLRD,460
2010,Delaware,CLRD,441
2009,Delaware,CLRD,428
2008,Delaware,CLRD,472
2007,Delaware,CLRD,379
2006,Delaware,CLRD,344
2005,Delaware,CLRD,411
2004,Delaware,CLRD,345
2003,Delaware,CLRD,339
2002,Delaware,CLRD,350
2001,Delaware,CLRD,306
2000,Delaware,CLRD,341
1999,Delaware,CLRD,327
2016,District of Columbia,CLRD,152
2015,District of Columbia,CLRD,147
2014,District of Columbia,CLRD,136
2013,District of Columbia,CLRD,150
2012,District of Columbia,CLRD,139
2011,District of Columbia,CLRD,151
2010,District of Columbia,CLRD,147
2009,District of Columbia,CLRD,136
2008,District of Columbia,CLRD,139
2007,District of Columbia,CLRD,129
2006,District of Columbia,CLRD,126
2005,District of Columbia,CLRD,132
2004,District of Columbia,CLRD,165
2003,District of Columbia,CLRD,137
2002,District of Columbia,CLRD,133
2001,District of Columbia,CLRD,150
2000,District of Columbia,CLRD,175
1999,District of Columbia,CLRD,166
2016,Florida,CLRD,11970
2015,Florida,CLRD,11705
2014,Florida,CLRD,11178
2013,Florida,CLRD,11379
2012,Florida,CLRD,10585
2011,Florida,CLRD,10279
2010,Florida,CLRD,10337
2009,Florida,CLRD,10182
2008,Florida,CLRD,10198
2007,Florida,CLRD,9357
2006,Florida,CLRD,8912
2005,Florida,CLRD,9482
2004,Florida,CLRD,8971
2003,Florida,CLRD,9087
2002,Florida,CLRD,9062
2001,Florida,CLRD,8954
2000,Florida,CLRD,8645
1999,Florida,CLRD,9131
2016,Georgia,CLRD,4805
2015,Georgia,CLRD,4607
2014,Georgia,CLRD,4332
2013,Georgia,CLRD,4172
2012,Georgia,CLRD,3977
2011,Georgia,CLRD,3837
2010,Georgia,CLRD,3816
2009,Georgia,CLRD,3736
2008,Georgia,CLRD,3546
2007,Georgia,CLRD,3384
2006,Georgia,CLRD,3387
2005,Georgia,CLRD,3411
2004,Georgia,CLRD,3125
2003,Georgia,CLRD,3254
2002,Georgia,CLRD,3163
2001,Georgia,CLRD,3097
2000,Georgia,CLRD,3067
1999,Georgia,CLRD,3056
2016,Hawaii,CLRD,342
2015,Hawaii,CLRD,332
2014,Hawaii,CLRD,313
2013,Hawaii,CLRD,279
2012,Hawaii,CLRD,312
2011,Hawaii,CLRD,318
2010,Hawaii,CLRD,296
2009,Hawaii,CLRD,303
2008,Hawaii,CLRD,293
2007,Hawaii,CLRD,299
2006,Hawaii,CLRD,293
2005,Hawaii,CLRD,287
2004,Hawaii,CLRD,307
2003,Hawaii,CLRD,287
2002,Hawaii,CLRD,265
2001,Hawaii,CLRD,280
2000,Hawaii,CLRD,278
1999,Hawaii,CLRD,290
2016,Idaho,CLRD,865
2015,Idaho,CLRD,843
2014,Idaho,CLRD,819
2013,Idaho,CLRD,808
2012,Idaho,CLRD,754
2011,Idaho,CLRD,824
2010,Idaho,CLRD,727
2009,Idaho,CLRD,725
2008,Idaho,CLRD,703
2007,Idaho,CLRD,666
2006,Idaho,CLRD,644
2005,Idaho,CLRD,717
2004,Idaho,CLRD,572
2003,Idaho,CLRD,601
2002,Idaho,CLRD,595
2001,Idaho,CLRD,581
2000,Idaho,CLRD,569
1999,Idaho,CLRD,568
2016,Illinois,CLRD,5632
2015,Illinois,CLRD,5544
2014,Illinois,CLRD,5631
2013,Illinois,CLRD,5532
2012,Illinois,CLRD,5313
2011,Illinois,CLRD,5390
2010,Illinois,CLRD,5231
2009,Illinois,CLRD,5299
2008,Illinois,CLRD,5602
2007,Illinois,CLRD,4742
2006,Illinois,CLRD,4731
2005,Illinois,CLRD,5067
2004,Illinois,CLRD,4723
2003,Illinois,CLRD,4858
2002,Illinois,CLRD,4827
2001,Illinois,CLRD,4776
2000,Illinois,CLRD,4768
1999,Illinois,CLRD,5155
2016,Indiana,CLRD,4214
2015,Indiana,CLRD,4212
2014,Indiana,CLRD,4029
2013,Indiana,CLRD,4266
2012,Indiana,CLRD,3962
2011,Indiana,CLRD,4064
2010,Indiana,CLRD,3794
2009,Indiana,CLRD,3745
2008,Indiana,CLRD,3878
2007,Indiana,CLRD,3227
2006,Indiana,CLRD,3291
2005,Indiana,CLRD,3471
2004,Indiana,CLRD,3145
2003,Indiana,CLRD,3264
2002,Indiana,CLRD,3138
2001,Indiana,CLRD,3136
2000,Indiana,CLRD,3052
1999,Indiana,CLRD,3053
2016,Iowa,CLRD,2006
2015,Iowa,CLRD,2011
2014,Iowa,CLRD,1915
2013,Iowa,CLRD,1892
2012,Iowa,CLRD,1824
2011,Iowa,CLRD,1833
2010,Iowa,CLRD,1698
2009,Iowa,CLRD,1832
2008,Iowa,CLRD,1848
2007,Iowa,CLRD,1660
2006,Iowa,CLRD,1655
2005,Iowa,CLRD,1703
2004,Iowa,CLRD,1547
2003,Iowa,CLRD,1674
2002,Iowa,CLRD,1580
2001,Iowa,CLRD,1552
2000,Iowa,CLRD,1512
1999,Iowa,CLRD,1643
2016,Kansas,CLRD,1654
2015,Kansas,CLRD,1704
2014,Kansas,CLRD,1673
2013,Kansas,CLRD,1673
2012,Kansas,CLRD,1687
2011,Kansas,CLRD,1647
2010,Kansas,CLRD,1580
2009,Kansas,CLRD,1580
2008,Kansas,CLRD,1626
2007,Kansas,CLRD,1476
2006,Kansas,CLRD,1501
2005,Kansas,CLRD,1567
2004,Kansas,CLRD,1316
2003,Kansas,CLRD,1443
2002,Kansas,CLRD,1367
2001,Kansas,CLRD,1444
2000,Kansas,CLRD,1411
1999,Kansas,CLRD,1386
2016,Kentucky,CLRD,3486
2015,Kentucky,CLRD,3331
2014,Kentucky,CLRD,3214
2013,Kentucky,CLRD,3187
2012,Kentucky,CLRD,3100
2011,Kentucky,CLRD,3020
2010,Kentucky,CLRD,2779
2009,Kentucky,CLRD,2854
2008,Kentucky,CLRD,2926
2007,Kentucky,CLRD,2629
2006,Kentucky,CLRD,2407
2005,Kentucky,CLRD,2578
2004,Kentucky,CLRD,2265
2003,Kentucky,CLRD,2391
2002,Kentucky,CLRD,2401
2001,Kentucky,CLRD,2265
2000,Kentucky,CLRD,2170
1999,Kentucky,CLRD,2327
2016,Louisiana,CLRD,2221
2015,Louisiana,CLRD,2178
2014,Louisiana,CLRD,2237
2013,Louisiana,CLRD,2274
2012,Louisiana,CLRD,2074
2011,Louisiana,CLRD,1904
2010,Louisiana,CLRD,1939
2009,Louisiana,CLRD,1878
2008,Louisiana,CLRD,1896
2007,Louisiana,CLRD,1685
2006,Louisiana,CLRD,1687
2005,Louisiana,CLRD,1906
2004,Louisiana,CLRD,1615
2003,Louisiana,CLRD,1731
2002,Louisiana,CLRD,1696
2001,Louisiana,CLRD,1763
2000,Louisiana,CLRD,1684
1999,Louisiana,CLRD,1610
2016,Maine,CLRD,928
2015,Maine,CLRD,1025
2014,Maine,CLRD,896
2013,Maine,CLRD,902
2012,Maine,CLRD,817
2011,Maine,CLRD,842
2010,Maine,CLRD,809
2009,Maine,CLRD,821
2008,Maine,CLRD,794
2007,Maine,CLRD,728
2006,Maine,CLRD,783
2005,Maine,CLRD,830
2004,Maine,CLRD,766
2003,Maine,CLRD,782
2002,Maine,CLRD,791
2001,Maine,CLRD,800
2000,Maine,CLRD,768
1999,Maine,CLRD,751
2016,Maryland,CLRD,2072
2015,Maryland,CLRD,2040
2014,Maryland,CLRD,1909
2013,Maryland,CLRD,2051
2012,Maryland,CLRD,1981
2011,Maryland,CLRD,2050
2010,Maryland,CLRD,2039
2009,Maryland,CLRD,2064
2008,Maryland,CLRD,1982
2007,Maryland,CLRD,1901
2006,Maryland,CLRD,1832
2005,Maryland,CLRD,1908
2004,Maryland,CLRD,1910
2003,Maryland,CLRD,1986
2002,Maryland,CLRD,1944
2001,Maryland,CLRD,1907
2000,Maryland,CLRD,1927
1999,Maryland,CLRD,1943
2016,Massachusetts,CLRD,2674
2015,Massachusetts,CLRD,2784
2014,Massachusetts,CLRD,2592
2013,Massachusetts,CLRD,2572
2012,Massachusetts,CLRD,2520
2011,Massachusetts,CLRD,2651
2010,Massachusetts,CLRD,2383
2009,Massachusetts,CLRD,2559
2008,Massachusetts,CLRD,2587
2007,Massachusetts,CLRD,2332
2006,Massachusetts,CLRD,2535
2005,Massachusetts,CLRD,2647
2004,Massachusetts,CLRD,2574
2003,Massachusetts,CLRD,2765
2002,Massachusetts,CLRD,2745
2001,Massachusetts,CLRD,2810
2000,Massachusetts,CLRD,2925
1999,Massachusetts,CLRD,2862
2016,Michigan,CLRD,5572
2015,Michigan,CLRD,5848
2014,Michigan,CLRD,5345
2013,Michigan,CLRD,5539
2012,Michigan,CLRD,5251
2011,Michigan,CLRD,5192
2010,Michigan,CLRD,5079
2009,Michigan,CLRD,4961
2008,Michigan,CLRD,5185
2007,Michigan,CLRD,4624
2006,Michigan,CLRD,4474
2005,Michigan,CLRD,4466
2004,Michigan,CLRD,4252
2003,Michigan,CLRD,4472
2002,Michigan,CLRD,4431
2001,Michigan,CLRD,4148
2000,Michigan,CLRD,4352
1999,Michigan,CLRD,4316
2016,Minnesota,CLRD,2369
2015,Minnesota,CLRD,2351
2014,Minnesota,CLRD,2277
2013,Minnesota,CLRD,2287
2012,Minnesota,CLRD,2124
2011,Minnesota,CLRD,2170
2010,Minnesota,CLRD,2016
2009,Minnesota,CLRD,1961
2008,Minnesota,CLRD,2096
2007,Minnesota,CLRD,1758
2006,Minnesota,CLRD,1770
2005,Minnesota,CLRD,1965
2004,Minnesota,CLRD,1839
2003,Minnesota,CLRD,1832
2002,Minnesota,CLRD,1971
2001,Minnesota,CLRD,1909
2000,Minnesota,CLRD,1902
1999,Minnesota,CLRD,1994
2016,Mississippi,CLRD,2116
2015,Mississippi,CLRD,1924
2014,Mississippi,CLRD,1738
2013,Mississippi,CLRD,1755
2012,Mississippi,CLRD,1729
2011,Mississippi,CLRD,1694
2010,Mississippi,CLRD,1661
2009,Mississippi,CLRD,1556
2008,Mississippi,CLRD,1520
2007,Mississippi,CLRD,1408
2006,Mississippi,CLRD,1378
2005,Mississippi,CLRD,1473
2004,Mississippi,CLRD,1350
2003,Mississippi,CLRD,1394
2002,Mississippi,CLRD,1378
2001,Mississippi,CLRD,1333
2000,Mississippi,CLRD,1257
1999,Mississippi,CLRD,1267
2016,Missouri,CLRD,3961
2015,Missouri,CLRD,3935
2014,Missouri,CLRD,3762
2013,Missouri,CLRD,3798
2012,Missouri,CLRD,3650
2011,Missouri,CLRD,3492
2010,Missouri,CLRD,3557
2009,Missouri,CLRD,3456
2008,Missouri,CLRD,3765
2007,Missouri,CLRD,3081
2006,Missouri,CLRD,3017
2005,Missouri,CLRD,3085
2004,Missouri,CLRD,2731
2003,Missouri,CLRD,2939
2002,Missouri,CLRD,2867
2001,Missouri,CLRD,2882
2000,Missouri,CLRD,2802
1999,Missouri,CLRD,3068
2016,Montana,CLRD,722
2015,Montana,CLRD,679
2014,Montana,CLRD,668
2013,Montana,CLRD,647
2012,Montana,CLRD,605
2011,Montana,CLRD,637
2010,Montana,CLRD,602
2009,Montana,CLRD,598
2008,Montana,CLRD,691
2007,Montana,CLRD,604
2006,Montana,CLRD,579
2005,Montana,CLRD,580
2004,Montana,CLRD,578
2003,Montana,CLRD,588
2002,Montana,CLRD,576
2001,Montana,CLRD,583
2000,Montana,CLRD,517
1999,Montana,CLRD,566
2016,Nebraska,CLRD,1117
2015,Nebraska,CLRD,1174
2014,Nebraska,CLRD,1123
2013,Nebraska,CLRD,1032
2012,Nebraska,CLRD,1052
2011,Nebraska,CLRD,1068
2010,Nebraska,CLRD,1008
2009,Nebraska,CLRD,987
2008,Nebraska,CLRD,1047
2007,Nebraska,CLRD,919
2006,Nebraska,CLRD,878
2005,Nebraska,CLRD,949
2004,Nebraska,CLRD,815
2003,Nebraska,CLRD,894
2002,Nebraska,CLRD,934
2001,Nebraska,CLRD,882
2000,Nebraska,CLRD,838
1999,Nebraska,CLRD,945
2016,Nevada,CLRD,1778
2015,Nevada,CLRD,1617
2014,Nevada,CLRD,1522
2013,Nevada,CLRD,1482
2012,Nevada,CLRD,1370
2011,Nevada,CLRD,1243
2010,Nevada,CLRD,1186
2009,Nevada,CLRD,1244
2008,Nevada,CLRD,1257
2007,Nevada,CLRD,1050
2006,Nevada,CLRD,1066
2005,Nevada,CLRD,1227
2004,Nevada,CLRD,1124
2003,Nevada,CLRD,1173
2002,Nevada,CLRD,1174
2001,Nevada,CLRD,1136
2000,Nevada,CLRD,989
1999,Nevada,CLRD,1029
2016,New Hampshire,CLRD,684
2015,New Hampshire,CLRD,705
2014,New Hampshire,CLRD,680
2013,New Hampshire,CLRD,668
2012,New Hampshire,CLRD,674
2011,New Hampshire,CLRD,650
2010,New Hampshire,CLRD,609
2009,New Hampshire,CLRD,652
2008,New Hampshire,CLRD,688
2007,New Hampshire,CLRD,611
2006,New Hampshire,CLRD,603
2005,New Hampshire,CLRD,630
2004,New Hampshire,CLRD,600
2003,New Hampshire,CLRD,531
2002,New Hampshire,CLRD,577
2001,New Hampshire,CLRD,616
2000,New Hampshire,CLRD,581
1999,New Hampshire,CLRD,592
2016,New Jersey,CLRD,3064
2015,New Jersey,CLRD,3202
2014,New Jersey,CLRD,3046
2013,New Jersey,CLRD,3245
2012,New Jersey,CLRD,3271
2011,New Jersey,CLRD,3157
2010,New Jersey,CLRD,3106
2009,New Jersey,CLRD,3125
2008,New Jersey,CLRD,3280
2007,New Jersey,CLRD,2991
2006,New Jersey,CLRD,2862
2005,New Jersey,CLRD,3148
2004,New Jersey,CLRD,3031
2003,New Jersey,CLRD,2910
2002,New Jersey,CLRD,2885
2001,New Jersey,CLRD,2911
2000,New Jersey,CLRD,3007
1999,New Jersey,CLRD,3130
2016,New Mexico,CLRD,1131
2015,New Mexico,CLRD,1109
2014,New Mexico,CLRD,1127
2013,New Mexico,CLRD,1052
2012,New Mexico,CLRD,965
2011,New Mexico,CLRD,1024
2010,New Mexico,CLRD,1022
2009,New Mexico,CLRD,984
2008,New Mexico,CLRD,1001
2007,New Mexico,CLRD,884
2006,New Mexico,CLRD,888
2005,New Mexico,CLRD,855
2004,New Mexico,CLRD,753
2003,New Mexico,CLRD,936
2002,New Mexico,CLRD,857
2001,New Mexico,CLRD,775
2000,New Mexico,CLRD,767
1999,New Mexico,CLRD,848
2016,New York,CLRD,6860
2015,New York,CLRD,7109
2014,New York,CLRD,6806
2013,New York,CLRD,7110
2012,New York,CLRD,7034
2011,New York,CLRD,6963
2010,New York,CLRD,6847
2009,New York,CLRD,6740
2008,New York,CLRD,6919
2007,New York,CLRD,6561
2006,New York,CLRD,6329
2005,New York,CLRD,6818
2004,New York,CLRD,6786
2003,New York,CLRD,6709
2002,New York,CLRD,6966
2001,New York,CLRD,6906
2000,New York,CLRD,6784
1999,New York,CLRD,7086
2016,North Carolina,CLRD,5311
2015,North Carolina,CLRD,5221
2014,North Carolina,CLRD,5023
2013,North Carolina,CLRD,4987
2012,North Carolina,CLRD,4844
2011,North Carolina,CLRD,4708
2010,North Carolina,CLRD,4495
2009,North Carolina,CLRD,4329
2008,North Carolina,CLRD,4572
2007,North Carolina,CLRD,4231
2006,North Carolina,CLRD,4017
2005,North Carolina,CLRD,4149
2004,North Carolina,CLRD,3625
2003,North Carolina,CLRD,3887
2002,North Carolina,CLRD,3674
2001,North Carolina,CLRD,3514
2000,North Carolina,CLRD,3699
1999,North Carolina,CLRD,3591
2016,North Dakota,CLRD,314
2015,North Dakota,CLRD,351
2014,North Dakota,CLRD,317
2013,North Dakota,CLRD,331
2012,North Dakota,CLRD,306
2011,North Dakota,CLRD,342
2010,North Dakota,CLRD,356
2009,North Dakota,CLRD,341
2008,North Dakota,CLRD,355
2007,North Dakota,CLRD,265
2006,North Dakota,CLRD,283
2005,North Dakota,CLRD,272
2004,North Dakota,CLRD,273
2003,North Dakota,CLRD,302
2002,North Dakota,CLRD,322
2001,North Dakota,CLRD,308
2000,North Dakota,CLRD,295
1999,North Dakota,CLRD,273
2016,Ohio,CLRD,7015
2015,Ohio,CLRD,7211
2014,Ohio,CLRD,6765
2013,Ohio,CLRD,7007
2012,Ohio,CLRD,7070
2011,Ohio,CLRD,6996
2010,Ohio,CLRD,6717
2009,Ohio,CLRD,6642
2008,Ohio,CLRD,6928
2007,Ohio,CLRD,6454
2006,Ohio,CLRD,6054
2005,Ohio,CLRD,6580
2004,Ohio,CLRD,5896
2003,Ohio,CLRD,5927
2002,Ohio,CLRD,6063
2001,Ohio,CLRD,5881
2000,Ohio,CLRD,5983
1999,Ohio,CLRD,5858
2016,Oklahoma,CLRD,2794
2015,Oklahoma,CLRD,2924
2014,Oklahoma,CLRD,2772
2013,Oklahoma,CLRD,2680
2012,Oklahoma,CLRD,2585
2011,Oklahoma,CLRD,2637
2010,Oklahoma,CLRD,2720
2009,Oklahoma,CLRD,2595
2008,Oklahoma,CLRD,2694
2007,Oklahoma,CLRD,2386
2006,Oklahoma,CLRD,2192
2005,Oklahoma,CLRD,2368
2004,Oklahoma,CLRD,1985
2003,Oklahoma,CLRD,2160
2002,Oklahoma,CLRD,1988
2001,Oklahoma,CLRD,1922
2000,Oklahoma,CLRD,1980
1999,Oklahoma,CLRD,1751
2016,Oregon,CLRD,2080
2015,Oregon,CLRD,2119
2014,Oregon,CLRD,1955
2013,Oregon,CLRD,2029
2012,Oregon,CLRD,1915
2011,Oregon,CLRD,2023
2010,Oregon,CLRD,1971
2009,Oregon,CLRD,1943
2008,Oregon,CLRD,1951
2007,Oregon,CLRD,1892
2006,Oregon,CLRD,1828
2005,Oregon,CLRD,1837
2004,Oregon,CLRD,1778
2003,Oregon,CLRD,1819
2002,Oregon,CLRD,1845
2001,Oregon,CLRD,1726
2000,Oregon,CLRD,1677
1999,Oregon,CLRD,1765
2016,Pennsylvania,CLRD,6523
2015,Pennsylvania,CLRD,6664
2014,Pennsylvania,CLRD,6422
2013,Pennsylvania,CLRD,6716
2012,Pennsylvania,CLRD,6550
2011,Pennsylvania,CLRD,6627
2010,Pennsylvania,CLRD,6202
2009,Pennsylvania,CLRD,6432
2008,Pennsylvania,CLRD,6767
2007,Pennsylvania,CLRD,6077
2006,Pennsylvania,CLRD,5621
2005,Pennsylvania,CLRD,6149
2004,Pennsylvania,CLRD,5978
2003,Pennsylvania,CLRD,6046
2002,Pennsylvania,CLRD,6017
2001,Pennsylvania,CLRD,5845
2000,Pennsylvania,CLRD,6079
1999,Pennsylvania,CLRD,6141
2016,Rhode Island,CLRD,445
2015,Rhode Island,CLRD,510
2014,Rhode Island,CLRD,505
2013,Rhode Island,CLRD,476
2012,Rhode Island,CLRD,504
2011,Rhode Island,CLRD,526
2010,Rhode Island,CLRD,507
2009,Rhode Island,CLRD,511
2008,Rhode Island,CLRD,478
2007,Rhode Island,CLRD,421
2006,Rhode Island,CLRD,485
2005,Rhode Island,CLRD,523
2004,Rhode Island,CLRD,463
2003,Rhode Island,CLRD,495
2002,Rhode Island,CLRD,521
2001,Rhode Island,CLRD,511
2000,Rhode Island,CLRD,500
1999,Rhode Island,CLRD,495
2016,South Carolina,CLRD,2870
2015,South Carolina,CLRD,2908
2014,South Carolina,CLRD,2715
2013,South Carolina,CLRD,2756
2012,South Carolina,CLRD,2467
2011,South Carolina,CLRD,2402
2010,South Carolina,CLRD,2264
2009,South Carolina,CLRD,2317
2008,South Carolina,CLRD,2266
2007,South Carolina,CLRD,2036
2006,South Carolina,CLRD,1935
2005,South Carolina,CLRD,1977
2004,South Carolina,CLRD,1792
2003,South Carolina,CLRD,1913
2002,South Carolina,CLRD,1889
2001,South Carolina,CLRD,1731
2000,South Carolina,CLRD,1730
1999,South Carolina,CLRD,1752
2016,South Dakota,CLRD,426
2015,South Dakota,CLRD,502
2014,South Dakota,CLRD,441
2013,South Dakota,CLRD,416
2012,South Dakota,CLRD,481
2011,South Dakota,CLRD,486
2010,South Dakota,CLRD,451
2009,South Dakota,CLRD,440
2008,South Dakota,CLRD,491
2007,South Dakota,CLRD,457
2006,South Dakota,CLRD,376
2005,South Dakota,CLRD,440
2004,South Dakota,CLRD,391
2003,South Dakota,CLRD,379
2002,South Dakota,CLRD,383
2001,South Dakota,CLRD,362
2000,South Dakota,CLRD,383
1999,South Dakota,CLRD,335
2016,Tennessee,CLRD,4318
2015,Tennessee,CLRD,4239
2014,Tennessee,CLRD,3969
2013,Tennessee,CLRD,3904
2012,Tennessee,CLRD,3695
2011,Tennessee,CLRD,3658
2010,Tennessee,CLRD,3551
2009,Tennessee,CLRD,3503
2008,Tennessee,CLRD,3545
2007,Tennessee,CLRD,3167
2006,Tennessee,CLRD,2980
2005,Tennessee,CLRD,3185
2004,Tennessee,CLRD,2987
2003,Tennessee,CLRD,3067
2002,Tennessee,CLRD,3011
2001,Tennessee,CLRD,2941
2000,Tennessee,CLRD,2887
1999,Tennessee,CLRD,2748
2016,Texas,CLRD,10107
2015,Texas,CLRD,10231
2014,Texas,CLRD,9668
2013,Texas,CLRD,9800
2012,Texas,CLRD,9524
2011,Texas,CLRD,9097
2010,Texas,CLRD,8921
2009,Texas,CLRD,8649
2008,Texas,CLRD,8874
2007,Texas,CLRD,8107
2006,Texas,CLRD,7639
2005,Texas,CLRD,7988
2004,Texas,CLRD,7402
2003,Texas,CLRD,7567
2002,Texas,CLRD,7720
2001,Texas,CLRD,7739
2000,Texas,CLRD,7286
1999,Texas,CLRD,7518
2016,United States,CLRD,154596
2015,United States,CLRD,155041
2014,United States,CLRD,147101
2013,United States,CLRD,149205
2012,United States,CLRD,143489
2011,United States,CLRD,142943
2010,United States,CLRD,138080
2009,United States,CLRD,137353
2008,United States,CLRD,141090
2007,United States,CLRD,127924
2006,United States,CLRD,124583
2005,United States,CLRD,130933
2004,United States,CLRD,121987
2003,United States,CLRD,126382
2002,United States,CLRD,124816
2001,United States,CLRD,123013
2000,United States,CLRD,122009
1999,United States,CLRD,124181
2016,Utah,CLRD,875
2015,Utah,CLRD,811
2014,Utah,CLRD,757
2013,Utah,CLRD,718
2012,Utah,CLRD,663
2011,Utah,CLRD,647
2010,Utah,CLRD,671
2009,Utah,CLRD,581
2008,Utah,CLRD,638
2007,Utah,CLRD,617
2006,Utah,CLRD,591
2005,Utah,CLRD,592
2004,Utah,CLRD,595
2003,Utah,CLRD,569
2002,Utah,CLRD,603
2001,Utah,CLRD,525
2000,Utah,CLRD,524
1999,Utah,CLRD,559
2016,Vermont,CLRD,355
2015,Vermont,CLRD,357
2014,Vermont,CLRD,333
2013,Vermont,CLRD,353
2012,Vermont,CLRD,364
2011,Vermont,CLRD,349
2010,Vermont,CLRD,335
2009,Vermont,CLRD,364
2008,Vermont,CLRD,341
2007,Vermont,CLRD,316
2006,Vermont,CLRD,320
2005,Vermont,CLRD,381
2004,Vermont,CLRD,296
2003,Vermont,CLRD,301
2002,Vermont,CLRD,276
2001,Vermont,CLRD,305
2000,Vermont,CLRD,312
1999,Vermont,CLRD,300
2016,Virginia,CLRD,3233
2015,Virginia,CLRD,3370
2014,Virginia,CLRD,3108
2013,Virginia,CLRD,3181
2012,Virginia,CLRD,3070
2011,Virginia,CLRD,3112
2010,Virginia,CLRD,2969
2009,Virginia,CLRD,3013
2008,Virginia,CLRD,3023
2007,Virginia,CLRD,2770
2006,Virginia,CLRD,2697
2005,Virginia,CLRD,2897
2004,Virginia,CLRD,2730
2003,Virginia,CLRD,2983
2002,Virginia,CLRD,2752
2001,Virginia,CLRD,2744
2000,Virginia,CLRD,2820
1999,Virginia,CLRD,2699
2016,Washington,CLRD,3036
2015,Washington,CLRD,3154
2014,Washington,CLRD,2916
2013,Washington,CLRD,2933
2012,Washington,CLRD,2955
2011,Washington,CLRD,3080
2010,Washington,CLRD,2737
2009,Washington,CLRD,2933
2008,Washington,CLRD,2930
2007,Washington,CLRD,2684
2006,Washington,CLRD,2662
2005,Washington,CLRD,2699
2004,Washington,CLRD,2549
2003,Washington,CLRD,2652
2002,Washington,CLRD,2721
2001,Washington,CLRD,2634
2000,Washington,CLRD,2644
1999,Washington,CLRD,2713
2016,West Virginia,CLRD,1599
2015,West Virginia,CLRD,1628
2014,West Virginia,CLRD,1578
2013,West Virginia,CLRD,1590
2012,West Virginia,CLRD,1524
2011,West Virginia,CLRD,1571
2010,West Virginia,CLRD,1482
2009,West Virginia,CLRD,1490
2008,West Virginia,CLRD,1590
2007,West Virginia,CLRD,1331
2006,West Virginia,CLRD,1267
2005,West Virginia,CLRD,1350
2004,West Virginia,CLRD,1225
2003,West Virginia,CLRD,1296
2002,West Virginia,CLRD,1228
2001,West Virginia,CLRD,1273
2000,West Virginia,CLRD,1345
1999,West Virginia,CLRD,1236
2016,Wisconsin,CLRD,2786
2015,Wisconsin,CLRD,2846
2014,Wisconsin,CLRD,2759
2013,Wisconsin,CLRD,2789
2012,Wisconsin,CLRD,2524
2011,Wisconsin,CLRD,2615
2010,Wisconsin,CLRD,2474
2009,Wisconsin,CLRD,2461
2008,Wisconsin,CLRD,2538
2007,Wisconsin,CLRD,2399
2006,Wisconsin,CLRD,2354
2005,Wisconsin,CLRD,2449
2004,Wisconsin,CLRD,2312
2003,Wisconsin,CLRD,2299
2002,Wisconsin,CLRD,2335
2001,Wisconsin,CLRD,2375
2000,Wisconsin,CLRD,2316
1999,Wisconsin,CLRD,2270
2016,Wyoming,CLRD,327
2015,Wyoming,CLRD,368
2014,Wyoming,CLRD,343
2013,Wyoming,CLRD,387
2012,Wyoming,CLRD,334
2011,Wyoming,CLRD,327
2010,Wyoming,CLRD,332
2009,Wyoming,CLRD,310
2008,Wyoming,CLRD,311
2007,Wyoming,CLRD,295
2006,Wyoming,CLRD,345
2005,Wyoming,CLRD,291
2004,Wyoming,CLRD,308
2003,Wyoming,CLRD,278
2002,Wyoming,CLRD,324
2001,Wyoming,CLRD,270
2000,Wyoming,CLRD,283
1999,Wyoming,CLRD,338
2016,Alabama,Diabetes,1183
2015,Alabama,Diabetes,1255
2014,Alabama,Diabetes,1281
2013,Alabama,Diabetes,1349
2012,Alabama,Diabetes,1300
2011,Alabama,Diabetes,1278
2010,Alabama,Diabetes,1302
2009,Alabama,Diabetes,1259
